order_id,order_date,order_time,customer_id,store_id,city,order_type,payment_method,pizza_id,pizza_name,category,size,quantity,unit_price,discount_amount,delivery_minutes
10312,2025-05-09,14:46:00,1298,8,Durg,Dine-in,Cash,P004,Farmhouse,Veg,M,1,299,0,0
10313,2025-04-10,17:28:00,1169,10,Bilaspur,Takeaway,Card,P015,Mexican Green Wave,Veg,L,1,449,22.45,0
10313,2025-04-10,17:28:00,1169,10,Bilaspur,Takeaway,Card,P020,Garlic Bread,Sides,M,1,149,0,0
10313,2025-04-10,17:28:00,1169,10,Bilaspur,Takeaway,Card,P003,Margherita,Classic,L,1,449,0,0
10314,2025-12-31,20:27:00,1142,14,Nagpur,Delivery,Cash,P007,Peppy Paneer,Veg,L,1,449,0,59
10314,2025-12-31,20:27:00,1142,14,Nagpur,Delivery,Cash,P006,Peppy Paneer,Veg,M,1,299,0,35
10314,2025-12-31,20:27:00,1142,14,Nagpur,Delivery,Cash,P005,Farmhouse,Veg,L,1,449,0,52
10314,2025-12-31,20:27:00,1142,14,Nagpur,Delivery,Cash,P009,Chicken Dominator,Chicken,L,1,469,0,34
10315,2025-11-17,13:04:00,1010,14,Nagpur,Delivery,UPI,P014,Mexican Green Wave,Veg,M,1,299,29.9,59
10315,2025-11-17,13:04:00,1010,14,Nagpur,Delivery,UPI,P003,Margherita,Classic,L,1,449,0,41
10315,2025-11-17,13:04:00,1010,14,Nagpur,Delivery,UPI,P001,Margherita,Classic,S,1,179,17.9,32
10315,2025-11-17,13:04:00,1010,14,Nagpur,Delivery,UPI,P004,Farmhouse,Veg,M,1,299,14.95,26
10316,2025-08-26,18:05:00,1204,6,Bhilai,Delivery,Card,P014,Mexican Green Wave,Veg,M,1,299,0,29
10316,2025-08-26,18:05:00,1204,6,Bhilai,Delivery,Card,P002,Margherita,Classic,M,1,299,0,65
10317,2025-09-05,22:02:00,1113,13,Nagpur,Delivery,UPI,P006,Peppy Paneer,Veg,M,1,299,14.95,42
10317,2025-09-05,22:02:00,1113,13,Nagpur,Delivery,UPI,P001,Margherita,Classic,S,1,179,17.9,47
10317,2025-09-05,22:02:00,1113,13,Nagpur,Delivery,UPI,P003,Margherita,Classic,L,1,449,0,20
10318,2025-11-29,17:45:00,1267,11,Bilaspur,Takeaway,Cash,P006,Peppy Paneer,Veg,M,2,299,0,0
10319,2025-09-22,16:58:00,1115,9,Durg,Delivery,Cash,P015,Mexican Green Wave,Veg,L,1,449,44.9,28
10319,2025-09-22,16:58:00,1115,9,Durg,Delivery,Cash,P018,Paneer Makhani,Veg,M,2,299,0,22
10319,2025-09-22,16:58:00,1115,9,Durg,Delivery,Cash,P001,Margherita,Classic,S,1,179,8.95,31
10320,2025-03-18,15:23:00,1309,12,Bilaspur,Takeaway,Card,P016,Cheese Burst,Specialty,M,1,324,0,0
10320,2025-03-18,15:23:00,1309,12,Bilaspur,Takeaway,Card,P013,Veg Extravaganza,Premium Veg,L,1,479,0,0
10320,2025-03-18,15:23:00,1309,12,Bilaspur,Takeaway,Card,P008,Chicken Dominator,Chicken,M,2,319,63.8,0
10321,2025-01-12,16:08:00,1294,10,Bilaspur,Delivery,UPI,P001,Margherita,Classic,S,1,179,0,51
10321,2025-01-12,16:08:00,1294,10,Bilaspur,Delivery,UPI,P004,Farmhouse,Veg,M,1,299,29.9,56
10322,2025-10-16,19:56:00,1369,12,Bilaspur,Takeaway,Cash,P003,Margherita,Classic,L,1,449,44.9,0
10323,2025-09-04,15:53:00,1211,10,Bilaspur,Delivery,Card,P003,Margherita,Classic,L,1,449,0,32
10323,2025-09-04,15:53:00,1211,10,Bilaspur,Delivery,Card,P012,Veg Extravaganza,Premium Veg,M,1,329,32.9,42
10323,2025-09-04,15:53:00,1211,10,Bilaspur,Delivery,Card,P019,Paneer Makhani,Veg,L,1,449,0,24
10324,2025-01-09,15:55:00,1259,11,Bilaspur,Delivery,Card,P003,Margherita,Classic,L,1,449,0,52
10325,2025-09-15,20:05:00,1247,11,Bilaspur,Delivery,UPI,P008,Chicken Dominator,Chicken,M,1,319,0,48
10325,2025-09-15,20:05:00,1247,11,Bilaspur,Delivery,UPI,P006,Peppy Paneer,Veg,M,1,299,29.9,40
10325,2025-09-15,20:05:00,1247,11,Bilaspur,Delivery,UPI,P001,Margherita,Classic,S,1,179,0,45
10325,2025-09-15,20:05:00,1247,11,Bilaspur,Delivery,UPI,P009,Chicken Dominator,Chicken,L,1,469,0,34
10326,2025-09-02,20:58:00,1440,2,Raipur,Delivery,Wallet,P003,Margherita,Classic,L,1,449,0,51
10326,2025-09-02,20:58:00,1440,2,Raipur,Delivery,Wallet,P013,Veg Extravaganza,Premium Veg,L,1,479,0,42
10326,2025-09-02,20:58:00,1440,2,Raipur,Delivery,Wallet,P015,Mexican Green Wave,Veg,L,1,449,0,62
10327,2025-06-11,17:06:00,1080,7,Durg,Takeaway,Cash,P017,Cheese Burst,Specialty,L,1,474,23.7,0
10327,2025-06-11,17:06:00,1080,7,Durg,Takeaway,Cash,P007,Peppy Paneer,Veg,L,1,449,44.9,0
10327,2025-06-11,17:06:00,1080,7,Durg,Takeaway,Cash,P006,Peppy Paneer,Veg,M,1,299,0,0
10328,2025-07-31,18:35:00,1248,3,Raipur,Delivery,Wallet,P020,Garlic Bread,Sides,M,1,149,14.9,65
10328,2025-07-31,18:35:00,1248,3,Raipur,Delivery,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,60
10328,2025-07-31,18:35:00,1248,3,Raipur,Delivery,Wallet,P015,Mexican Green Wave,Veg,L,1,449,0,65
10329,2025-04-28,18:44:00,1083,2,Raipur,Delivery,Wallet,P015,Mexican Green Wave,Veg,L,1,449,0,28
10329,2025-04-28,18:44:00,1083,2,Raipur,Delivery,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,31.9,58
10329,2025-04-28,18:44:00,1083,2,Raipur,Delivery,Wallet,P012,Veg Extravaganza,Premium Veg,M,1,329,0,23
10330,2025-03-16,18:38:00,1223,2,Raipur,Delivery,Card,P002,Margherita,Classic,M,1,299,29.9,57
10330,2025-03-16,18:38:00,1223,2,Raipur,Delivery,Card,P001,Margherita,Classic,S,1,179,8.95,63
10330,2025-03-16,18:38:00,1223,2,Raipur,Delivery,Card,P006,Peppy Paneer,Veg,M,1,299,0,29
10331,2025-11-24,18:00:00,1104,14,Nagpur,Takeaway,Cash,P001,Margherita,Classic,S,1,179,0,0
10331,2025-11-24,18:00:00,1104,14,Nagpur,Takeaway,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,0
10332,2025-12-12,12:15:00,1336,1,Raipur,Dine-in,UPI,P015,Mexican Green Wave,Veg,L,1,449,0,0
10332,2025-12-12,12:15:00,1336,1,Raipur,Dine-in,UPI,P006,Peppy Paneer,Veg,M,2,299,0,0
10333,2025-12-27,13:05:00,1282,5,Bhilai,Takeaway,Cash,P020,Garlic Bread,Sides,M,1,149,0,0
10333,2025-12-27,13:05:00,1282,5,Bhilai,Takeaway,Cash,P004,Farmhouse,Veg,M,1,299,29.9,0
10333,2025-12-27,13:05:00,1282,5,Bhilai,Takeaway,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,31.9,0
10334,2025-10-22,10:11:00,1209,9,Durg,Delivery,UPI,P005,Farmhouse,Veg,L,1,449,22.45,52
10334,2025-10-22,10:11:00,1209,9,Durg,Delivery,UPI,P002,Margherita,Classic,M,1,299,14.95,62
10334,2025-10-22,10:11:00,1209,9,Durg,Delivery,UPI,P008,Chicken Dominator,Chicken,M,1,319,31.9,42
10335,2025-10-16,18:15:00,1388,6,Bhilai,Dine-in,Wallet,P018,Paneer Makhani,Veg,M,1,299,29.9,0
10335,2025-10-16,18:15:00,1388,6,Bhilai,Dine-in,Wallet,P017,Cheese Burst,Specialty,L,1,474,0,0
10335,2025-10-16,18:15:00,1388,6,Bhilai,Dine-in,Wallet,P008,Chicken Dominator,Chicken,M,1,319,0,0
10335,2025-10-16,18:15:00,1388,6,Bhilai,Dine-in,Wallet,P004,Farmhouse,Veg,M,1,299,14.95,0
10336,2025-07-31,22:33:00,1275,1,Raipur,Takeaway,Cash,P005,Farmhouse,Veg,L,1,449,22.45,0
10336,2025-07-31,22:33:00,1275,1,Raipur,Takeaway,Cash,P006,Peppy Paneer,Veg,M,1,299,0,0
10337,2025-10-11,22:30:00,1161,6,Bhilai,Delivery,Cash,P020,Garlic Bread,Sides,M,1,149,0,49
10337,2025-10-11,22:30:00,1161,6,Bhilai,Delivery,Cash,P012,Veg Extravaganza,Premium Veg,M,1,329,0,33
10338,2025-05-04,21:13:00,1118,4,Bhilai,Takeaway,Cash,P015,Mexican Green Wave,Veg,L,1,449,0,0
10338,2025-05-04,21:13:00,1118,4,Bhilai,Takeaway,Cash,P002,Margherita,Classic,M,1,299,29.9,0
10339,2025-11-11,10:54:00,1278,1,Raipur,Takeaway,Cash,P008,Chicken Dominator,Chicken,M,1,319,15.95,0
10339,2025-11-11,10:54:00,1278,1,Raipur,Takeaway,Cash,P020,Garlic Bread,Sides,M,1,149,14.9,0
10339,2025-11-11,10:54:00,1278,1,Raipur,Takeaway,Cash,P018,Paneer Makhani,Veg,M,1,299,0,0
10340,2025-09-19,16:14:00,1385,10,Bilaspur,Delivery,Wallet,P019,Paneer Makhani,Veg,L,1,449,0,47
10340,2025-09-19,16:14:00,1385,10,Bilaspur,Delivery,Wallet,P001,Margherita,Classic,S,1,179,0,62
10340,2025-09-19,16:14:00,1385,10,Bilaspur,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,44.9,38
10340,2025-09-19,16:14:00,1385,10,Bilaspur,Delivery,Wallet,P017,Cheese Burst,Specialty,L,1,474,0,18
10341,2025-12-12,16:37:00,1052,6,Bhilai,Delivery,Cash,P009,Chicken Dominator,Chicken,L,1,469,46.9,57
10341,2025-12-12,16:37:00,1052,6,Bhilai,Delivery,Cash,P004,Farmhouse,Veg,M,1,299,14.95,41
10342,2025-04-05,18:13:00,1215,12,Bilaspur,Takeaway,Cash,P004,Farmhouse,Veg,M,1,299,0,0
10342,2025-04-05,18:13:00,1215,12,Bilaspur,Takeaway,Cash,P003,Margherita,Classic,L,1,449,0,0
10342,2025-04-05,18:13:00,1215,12,Bilaspur,Takeaway,Cash,P002,Margherita,Classic,M,1,299,14.95,0
10342,2025-04-05,18:13:00,1215,12,Bilaspur,Takeaway,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,0
10343,2025-10-12,18:24:00,1101,3,Raipur,Takeaway,Card,P015,Mexican Green Wave,Veg,L,1,449,22.45,0
10343,2025-10-12,18:24:00,1101,3,Raipur,Takeaway,Card,P003,Margherita,Classic,L,1,449,44.9,0
10343,2025-10-12,18:24:00,1101,3,Raipur,Takeaway,Card,P008,Chicken Dominator,Chicken,M,1,319,15.95,0
10343,2025-10-12,18:24:00,1101,3,Raipur,Takeaway,Card,P020,Garlic Bread,Sides,M,1,149,7.45,0
10344,2025-10-15,21:03:00,1204,2,Raipur,Takeaway,UPI,P016,Cheese Burst,Specialty,M,1,324,0,0
10344,2025-10-15,21:03:00,1204,2,Raipur,Takeaway,UPI,P008,Chicken Dominator,Chicken,M,1,319,31.9,0
10345,2025-06-21,16:23:00,1287,9,Durg,Dine-in,Cash,P001,Margherita,Classic,S,1,179,0,0
10345,2025-06-21,16:23:00,1287,9,Durg,Dine-in,Cash,P002,Margherita,Classic,M,1,299,0,0
10345,2025-06-21,16:23:00,1287,9,Durg,Dine-in,Cash,P017,Cheese Burst,Specialty,L,1,474,23.7,0
10346,2025-07-01,17:32:00,1250,13,Nagpur,Takeaway,UPI,P010,Pepper Barbecue Chicken,Chicken,M,1,319,15.95,0
10346,2025-07-01,17:32:00,1250,13,Nagpur,Takeaway,UPI,P007,Peppy Paneer,Veg,L,1,449,44.9,0
10346,2025-07-01,17:32:00,1250,13,Nagpur,Takeaway,UPI,P020,Garlic Bread,Sides,M,1,149,14.9,0
10346,2025-07-01,17:32:00,1250,13,Nagpur,Takeaway,UPI,P018,Paneer Makhani,Veg,M,1,299,0,0
10347,2025-02-10,15:14:00,1161,6,Bhilai,Takeaway,Cash,P004,Farmhouse,Veg,M,1,299,29.9,0
10347,2025-02-10,15:14:00,1161,6,Bhilai,Takeaway,Cash,P007,Peppy Paneer,Veg,L,1,449,44.9,0
10347,2025-02-10,15:14:00,1161,6,Bhilai,Takeaway,Cash,P017,Cheese Burst,Specialty,L,1,474,0,0
10347,2025-02-10,15:14:00,1161,6,Bhilai,Takeaway,Cash,P006,Peppy Paneer,Veg,M,1,299,0,0
10348,2025-01-12,14:15:00,1339,5,Bhilai,Dine-in,UPI,P003,Margherita,Classic,L,1,449,0,0
10348,2025-01-12,14:15:00,1339,5,Bhilai,Dine-in,UPI,P002,Margherita,Classic,M,1,299,29.9,0
10349,2025-10-08,13:49:00,1204,9,Durg,Takeaway,UPI,P004,Farmhouse,Veg,M,1,299,0,0
10350,2025-02-13,19:56:00,1200,5,Bhilai,Delivery,Cash,P011,Pepper Barbecue Chicken,Chicken,L,1,469,23.45,38
10350,2025-02-13,19:56:00,1200,5,Bhilai,Delivery,Cash,P002,Margherita,Classic,M,1,299,29.9,47
10350,2025-02-13,19:56:00,1200,5,Bhilai,Delivery,Cash,P017,Cheese Burst,Specialty,L,1,474,23.7,53
10350,2025-02-13,19:56:00,1200,5,Bhilai,Delivery,Cash,P001,Margherita,Classic,S,1,179,17.9,26
10351,2025-12-24,18:37:00,1306,8,Durg,Delivery,Wallet,P019,Paneer Makhani,Veg,L,1,449,0,46
10351,2025-12-24,18:37:00,1306,8,Durg,Delivery,Wallet,P008,Chicken Dominator,Chicken,M,1,319,15.95,41
10351,2025-12-24,18:37:00,1306,8,Durg,Delivery,Wallet,P004,Farmhouse,Veg,M,1,299,29.9,34
10352,2025-03-21,17:00:00,1268,14,Nagpur,Takeaway,Card,P004,Farmhouse,Veg,M,1,299,29.9,0
10352,2025-03-21,17:00:00,1268,14,Nagpur,Takeaway,Card,P009,Chicken Dominator,Chicken,L,1,469,46.9,0
10352,2025-03-21,17:00:00,1268,14,Nagpur,Takeaway,Card,P012,Veg Extravaganza,Premium Veg,M,1,329,16.45,0
10353,2025-01-05,20:51:00,1150,10,Bilaspur,Delivery,UPI,P003,Margherita,Classic,L,1,449,0,28
10353,2025-01-05,20:51:00,1150,10,Bilaspur,Delivery,UPI,P018,Paneer Makhani,Veg,M,1,299,29.9,42
10353,2025-01-05,20:51:00,1150,10,Bilaspur,Delivery,UPI,P007,Peppy Paneer,Veg,L,1,449,0,34
10354,2025-02-10,18:15:00,1265,13,Nagpur,Takeaway,Cash,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,0
10354,2025-02-10,18:15:00,1265,13,Nagpur,Takeaway,Cash,P009,Chicken Dominator,Chicken,L,1,469,0,0
10354,2025-02-10,18:15:00,1265,13,Nagpur,Takeaway,Cash,P004,Farmhouse,Veg,M,1,299,0,0
10355,2025-03-11,16:40:00,1234,10,Bilaspur,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,0,29
10355,2025-03-11,16:40:00,1234,10,Bilaspur,Delivery,Wallet,P003,Margherita,Classic,L,1,449,0,36
10356,2025-05-18,14:28:00,1373,1,Raipur,Delivery,Card,P008,Chicken Dominator,Chicken,M,1,319,15.95,44
10357,2025-06-09,20:31:00,1191,8,Durg,Takeaway,UPI,P002,Margherita,Classic,M,2,299,29.9,0
10357,2025-06-09,20:31:00,1191,8,Durg,Takeaway,UPI,P014,Mexican Green Wave,Veg,M,1,299,29.9,0
10358,2025-02-06,18:11:00,1099,15,Nagpur,Takeaway,Wallet,P002,Margherita,Classic,M,1,299,0,0
10359,2025-07-17,20:28:00,1127,12,Bilaspur,Dine-in,Card,P014,Mexican Green Wave,Veg,M,1,299,29.9,0
10359,2025-07-17,20:28:00,1127,12,Bilaspur,Dine-in,Card,P002,Margherita,Classic,M,1,299,14.95,0
10359,2025-07-17,20:28:00,1127,12,Bilaspur,Dine-in,Card,P012,Veg Extravaganza,Premium Veg,M,1,329,16.45,0
10359,2025-07-17,20:28:00,1127,12,Bilaspur,Dine-in,Card,P003,Margherita,Classic,L,1,449,0,0
10360,2025-11-19,20:47:00,1282,9,Durg,Delivery,Wallet,P003,Margherita,Classic,L,1,449,0,25
10360,2025-11-19,20:47:00,1282,9,Durg,Delivery,Wallet,P018,Paneer Makhani,Veg,M,1,299,0,58
10360,2025-11-19,20:47:00,1282,9,Durg,Delivery,Wallet,P017,Cheese Burst,Specialty,L,1,474,47.4,38
10361,2025-01-08,15:17:00,1300,2,Raipur,Delivery,Card,P020,Garlic Bread,Sides,M,1,149,14.9,62
10362,2025-11-02,15:49:00,1046,4,Bhilai,Delivery,UPI,P019,Paneer Makhani,Veg,L,1,449,0,40
10362,2025-11-02,15:49:00,1046,4,Bhilai,Delivery,UPI,P020,Garlic Bread,Sides,M,1,149,0,62
10362,2025-11-02,15:49:00,1046,4,Bhilai,Delivery,UPI,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,26
10363,2025-09-07,16:35:00,1404,11,Bilaspur,Takeaway,Wallet,P001,Margherita,Classic,S,1,179,0,0
10363,2025-09-07,16:35:00,1404,11,Bilaspur,Takeaway,Wallet,P006,Peppy Paneer,Veg,M,1,299,14.95,0
10364,2025-01-21,18:28:00,1287,5,Bhilai,Delivery,Wallet,P009,Chicken Dominator,Chicken,L,2,469,46.9,64
10365,2025-08-28,16:53:00,1307,15,Nagpur,Takeaway,Card,P009,Chicken Dominator,Chicken,L,1,469,46.9,0
10366,2025-06-01,20:34:00,1188,8,Durg,Delivery,Wallet,P018,Paneer Makhani,Veg,M,1,299,14.95,57
10366,2025-06-01,20:34:00,1188,8,Durg,Delivery,Wallet,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,38
10367,2025-02-02,19:34:00,1420,7,Durg,Delivery,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,15.95,25
10367,2025-02-02,19:34:00,1420,7,Durg,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,0,51
10368,2025-12-04,13:53:00,1067,3,Raipur,Takeaway,Card,P008,Chicken Dominator,Chicken,M,1,319,0,0
10369,2025-01-17,19:53:00,1199,11,Bilaspur,Delivery,Cash,P006,Peppy Paneer,Veg,M,1,299,0,18
10370,2025-04-17,19:59:00,1427,2,Raipur,Delivery,UPI,P009,Chicken Dominator,Chicken,L,1,469,23.45,63
10370,2025-04-17,19:59:00,1427,2,Raipur,Delivery,UPI,P019,Paneer Makhani,Veg,L,1,449,0,57
10370,2025-04-17,19:59:00,1427,2,Raipur,Delivery,UPI,P007,Peppy Paneer,Veg,L,1,449,22.45,51
10371,2025-01-21,20:53:00,1156,2,Raipur,Dine-in,UPI,P013,Veg Extravaganza,Premium Veg,L,1,479,47.9,0
10372,2025-04-08,15:42:00,1128,10,Bilaspur,Delivery,Card,P014,Mexican Green Wave,Veg,M,2,299,59.8,24
10372,2025-04-08,15:42:00,1128,10,Bilaspur,Delivery,Card,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,29
10372,2025-04-08,15:42:00,1128,10,Bilaspur,Delivery,Card,P012,Veg Extravaganza,Premium Veg,M,1,329,32.9,50
10373,2025-06-22,19:34:00,1308,8,Durg,Dine-in,Cash,P017,Cheese Burst,Specialty,L,1,474,23.7,0
10373,2025-06-22,19:34:00,1308,8,Durg,Dine-in,Cash,P007,Peppy Paneer,Veg,L,1,449,0,0
10373,2025-06-22,19:34:00,1308,8,Durg,Dine-in,Cash,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,0
10374,2025-07-12,20:59:00,1382,5,Bhilai,Delivery,Wallet,P020,Garlic Bread,Sides,M,1,149,0,51
10374,2025-07-12,20:59:00,1382,5,Bhilai,Delivery,Wallet,P001,Margherita,Classic,S,2,179,0,37
10374,2025-07-12,20:59:00,1382,5,Bhilai,Delivery,Wallet,P004,Farmhouse,Veg,M,1,299,0,37
10375,2025-04-24,16:20:00,1012,13,Nagpur,Takeaway,Cash,P002,Margherita,Classic,M,1,299,0,0
10375,2025-04-24,16:20:00,1012,13,Nagpur,Takeaway,Cash,P007,Peppy Paneer,Veg,L,1,449,0,0
10376,2025-05-16,17:37:00,1128,4,Bhilai,Delivery,Cash,P009,Chicken Dominator,Chicken,L,1,469,0,64
10377,2025-02-09,20:50:00,1248,3,Raipur,Delivery,UPI,P001,Margherita,Classic,S,1,179,0,39
10377,2025-02-09,20:50:00,1248,3,Raipur,Delivery,UPI,P015,Mexican Green Wave,Veg,L,1,449,22.45,45
10377,2025-02-09,20:50:00,1248,3,Raipur,Delivery,UPI,P006,Peppy Paneer,Veg,M,1,299,29.9,25
10378,2025-04-27,20:54:00,1309,15,Nagpur,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,0,38
10379,2025-10-04,18:20:00,1258,12,Bilaspur,Delivery,UPI,P020,Garlic Bread,Sides,M,1,149,14.9,36
10379,2025-10-04,18:20:00,1258,12,Bilaspur,Delivery,UPI,P014,Mexican Green Wave,Veg,M,1,299,29.9,27
10379,2025-10-04,18:20:00,1258,12,Bilaspur,Delivery,UPI,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,39
10379,2025-10-04,18:20:00,1258,12,Bilaspur,Delivery,UPI,P002,Margherita,Classic,M,1,299,0,48
10380,2025-10-20,20:35:00,1205,5,Bhilai,Delivery,Wallet,P014,Mexican Green Wave,Veg,M,1,299,0,49
10380,2025-10-20,20:35:00,1205,5,Bhilai,Delivery,Wallet,P008,Chicken Dominator,Chicken,M,1,319,31.9,59
10381,2025-10-20,15:39:00,1377,9,Durg,Delivery,UPI,P015,Mexican Green Wave,Veg,L,1,449,0,25
10381,2025-10-20,15:39:00,1377,9,Durg,Delivery,UPI,P005,Farmhouse,Veg,L,1,449,44.9,45
10381,2025-10-20,15:39:00,1377,9,Durg,Delivery,UPI,P019,Paneer Makhani,Veg,L,1,449,22.45,40
10382,2025-04-08,17:38:00,1336,1,Raipur,Takeaway,Card,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,0
10382,2025-04-08,17:38:00,1336,1,Raipur,Takeaway,Card,P020,Garlic Bread,Sides,M,1,149,14.9,0
10382,2025-04-08,17:38:00,1336,1,Raipur,Takeaway,Card,P007,Peppy Paneer,Veg,L,1,449,0,0
10383,2025-04-30,15:23:00,1080,13,Nagpur,Takeaway,UPI,P014,Mexican Green Wave,Veg,M,1,299,0,0
10384,2025-11-14,21:55:00,1427,14,Nagpur,Delivery,Cash,P005,Farmhouse,Veg,L,1,449,44.9,19
10385,2025-06-19,16:34:00,1109,4,Bhilai,Delivery,Cash,P011,Pepper Barbecue Chicken,Chicken,L,1,469,46.9,55
10385,2025-06-19,16:34:00,1109,4,Bhilai,Delivery,Cash,P020,Garlic Bread,Sides,M,1,149,0,34
10385,2025-06-19,16:34:00,1109,4,Bhilai,Delivery,Cash,P012,Veg Extravaganza,Premium Veg,M,2,329,0,21
10386,2025-05-26,15:44:00,1317,5,Bhilai,Delivery,UPI,P006,Peppy Paneer,Veg,M,1,299,14.95,60
10387,2025-12-04,17:06:00,1010,5,Bhilai,Takeaway,Wallet,P020,Garlic Bread,Sides,M,1,149,0,0
10387,2025-12-04,17:06:00,1010,5,Bhilai,Takeaway,Wallet,P008,Chicken Dominator,Chicken,M,1,319,15.95,0
10388,2025-09-06,21:34:00,1046,3,Raipur,Delivery,Wallet,P001,Margherita,Classic,S,1,179,8.95,39
10389,2025-09-08,17:10:00,1010,6,Bhilai,Takeaway,Cash,P004,Farmhouse,Veg,M,1,299,0,0
10389,2025-09-08,17:10:00,1010,6,Bhilai,Takeaway,Cash,P020,Garlic Bread,Sides,M,1,149,7.45,0
10389,2025-09-08,17:10:00,1010,6,Bhilai,Takeaway,Cash,P008,Chicken Dominator,Chicken,M,1,319,31.9,0
10390,2025-01-16,22:17:00,1116,3,Raipur,Delivery,Wallet,P002,Margherita,Classic,M,1,299,0,44
10390,2025-01-16,22:17:00,1116,3,Raipur,Delivery,Wallet,P006,Peppy Paneer,Veg,M,1,299,0,54
10391,2025-03-20,18:19:00,1310,6,Bhilai,Delivery,Card,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,26
10391,2025-03-20,18:19:00,1310,6,Bhilai,Delivery,Card,P010,Pepper Barbecue Chicken,Chicken,M,1,319,15.95,62
10392,2025-12-28,21:58:00,1070,7,Durg,Dine-in,Card,P005,Farmhouse,Veg,L,1,449,0,0
10392,2025-12-28,21:58:00,1070,7,Durg,Dine-in,Card,P009,Chicken Dominator,Chicken,L,1,469,0,0
10393,2025-06-12,21:09:00,1373,1,Raipur,Takeaway,Wallet,P005,Farmhouse,Veg,L,1,449,22.45,0
10393,2025-06-12,21:09:00,1373,1,Raipur,Takeaway,Wallet,P014,Mexican Green Wave,Veg,M,1,299,0,0
10393,2025-06-12,21:09:00,1373,1,Raipur,Takeaway,Wallet,P016,Cheese Burst,Specialty,M,1,324,0,0
10393,2025-06-12,21:09:00,1373,1,Raipur,Takeaway,Wallet,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,0
10394,2025-03-09,15:48:00,1314,10,Bilaspur,Delivery,Card,P004,Farmhouse,Veg,M,1,299,0,62
10394,2025-03-09,15:48:00,1314,10,Bilaspur,Delivery,Card,P001,Margherita,Classic,S,1,179,17.9,26
10395,2025-09-15,21:30:00,1365,11,Bilaspur,Delivery,Wallet,P008,Chicken Dominator,Chicken,M,1,319,0,35
10395,2025-09-15,21:30:00,1365,11,Bilaspur,Delivery,Wallet,P003,Margherita,Classic,L,1,449,44.9,32
10395,2025-09-15,21:30:00,1365,11,Bilaspur,Delivery,Wallet,P004,Farmhouse,Veg,M,1,299,0,31
10395,2025-09-15,21:30:00,1365,11,Bilaspur,Delivery,Wallet,P006,Peppy Paneer,Veg,M,1,299,0,29
10396,2025-08-13,21:31:00,1353,6,Bhilai,Takeaway,Card,P006,Peppy Paneer,Veg,M,2,299,29.9,0
10396,2025-08-13,21:31:00,1353,6,Bhilai,Takeaway,Card,P001,Margherita,Classic,S,1,179,17.9,0
10396,2025-08-13,21:31:00,1353,6,Bhilai,Takeaway,Card,P014,Mexican Green Wave,Veg,M,1,299,0,0
10397,2025-09-24,14:29:00,1424,15,Nagpur,Delivery,Card,P020,Garlic Bread,Sides,M,1,149,0,30
10397,2025-09-24,14:29:00,1424,15,Nagpur,Delivery,Card,P001,Margherita,Classic,S,1,179,8.95,46
10397,2025-09-24,14:29:00,1424,15,Nagpur,Delivery,Card,P006,Peppy Paneer,Veg,M,1,299,29.9,37
10397,2025-09-24,14:29:00,1424,15,Nagpur,Delivery,Card,P014,Mexican Green Wave,Veg,M,1,299,14.95,47
10398,2025-03-27,18:39:00,1028,12,Bilaspur,Delivery,Card,P016,Cheese Burst,Specialty,M,1,324,0,43
10398,2025-03-27,18:39:00,1028,12,Bilaspur,Delivery,Card,P007,Peppy Paneer,Veg,L,1,449,44.9,38
10398,2025-03-27,18:39:00,1028,12,Bilaspur,Delivery,Card,P013,Veg Extravaganza,Premium Veg,L,1,479,47.9,19
10398,2025-03-27,18:39:00,1028,12,Bilaspur,Delivery,Card,P002,Margherita,Classic,M,1,299,0,47
10399,2025-10-30,21:57:00,1104,15,Nagpur,Delivery,Cash,P012,Veg Extravaganza,Premium Veg,M,1,329,0,23
10399,2025-10-30,21:57:00,1104,15,Nagpur,Delivery,Cash,P019,Paneer Makhani,Veg,L,1,449,0,63
10399,2025-10-30,21:57:00,1104,15,Nagpur,Delivery,Cash,P015,Mexican Green Wave,Veg,L,1,449,44.9,58
10400,2025-07-05,14:45:00,1197,12,Bilaspur,Takeaway,Card,P009,Chicken Dominator,Chicken,L,1,469,0,0
